날짜,종가,시가,고가,저가,거래량,변동률,수익률
2021- 06- 21,69900,69805,70020,69805,1.87K,0.0027,-0.0143
2021- 06- 18,69710,69525,69720,69525,0.27K,0.0032,-0.0183
2021- 06- 17,69485,69290,69535,69290,0.79K,-0.0006,0.0039
2021- 06- 16,69530,69490,69530,69385,6.57K,-0.0004,0.0
2021- 06- 15,69555,69375,69600,69325,1.37K,0.0019,-0.0119
2021- 06- 14,69420,69475,69475,69390,0.54K,0.0012,0.0077
2021- 06- 11,69335,69500,69515,69275,0.59K,-0.001,0.0077
2021- 06- 10,69405,69410,69450,69360,1.07K,0.0017,-0.009
2021- 06- 09,69290,69255,69380,69180,0.22K,0.0014,-0.0057
2021- 06- 08,69195,69040,69195,69030,0.61K,0.003,-0.0186
2021- 06- 07,68990,69020,69110,68955,0.56K,0.0013,-0.0051
2021- 06- 04,68900,68685,68930,68685,0.56K,0.0017,-0.01
2021- 06- 03,68785,68850,68900,68785,0.28K,0.0011,-0.0032
2021- 06- 02,68710,68750,68755,68630,0.76K,-0.0018,0.0078
2021- 06- 01,68835,68850,68935,68735,0.34K,-0.0001,0.0028
2021- 05- 31,68840,68990,69005,68710,1.12K,-0.0032,0.0197
2021- 05- 28,69060,69135,69135,68955,0.53K,-0.0021,0.0095
2021- 05- 27,69205,69100,69295,68930,1.07K,0.0012,-0.0071
2021- 05- 26,69120,69190,69220,69100,0.40K,0.0,-0.0009
2021- 05- 25,69120,69205,69215,69100,0.68K,-0.0003,0.0042
2021- 05- 24,69140,69155,69165,68990,0.20K,0.0004,0.0014
2021- 05- 21,69115,69100,69130,69090,0.33K,0.0009,-0.0052
2021- 05- 20,69050,69030,69075,68975,0.45K,-0.001,0.0071
2021- 05- 18,69120,69045,69120,68990,0.22K,-0.0003,0.0005
2021- 05- 17,69140,69000,69150,69000,0.24K,0.0038,-0.0176
2021- 05- 14,68880,68910,68990,68880,0.23K,-0.0004,0.0019
2021- 05- 13,68910,68890,68950,68795,2.75K,-0.0022,0.0146
2021- 05- 12,69065,68935,69085,68885,0.50K,0.0008,-0.0065
2021- 05- 11,69010,68975,69075,68955,0.68K,0.0008,0.0023
2021- 05- 10,68955,69080,69080,68890,0.39K,-0.0012,0.0052
2021- 05- 07,69040,69160,69210,69025,1.13K,-0.002,0.01
2021- 05- 06,69175,69065,69175,69025,0.81K,0.0022,-0.0131
2021- 05- 04,69025,69120,69190,69025,0.35K,0.0005,0.0028
2021- 05- 03,68990,68935,69120,68820,1.34K,-0.0002,-0.0028
2021- 04- 30,69005,69050,69050,68900,0.77K,-0.0025,0.0143
2021- 04- 29,69180,69300,69300,69155,0.68K,-0.0009,0.0077
2021- 04- 28,69245,69260,69330,69150,1.35K,-0.0012,0.0053
2021- 04- 27,69325,69330,69350,69250,2.84K,0.0016,-0.0086
2021- 04- 26,69215,69445,69580,69175,2.05K,-0.0037,0.0215
2021- 04- 23,69475,69725,69735,69370,0.87K,-0.0044,0.0271
2021- 04- 22,69780,69690,69815,69665,0.65K,0.0017,-0.008
2021- 04- 21,69665,69790,69830,69630,0.77K,-0.0001,0.001
2021- 04- 20,69670,69790,69805,69600,0.85K,-0.0017,0.0111
2021- 04- 19,69790,69555,69815,69555,0.93K,0.0036,-0.0203
2021- 04- 16,69540,69750,69775,69540,17.42K,0.0005,0.002
2021- 04- 15,69505,69730,69730,69455,6.95K,-0.003,0.0151
2021- 04- 14,69715,69710,69780,69700,1.59K,0.0034,-0.0187
2021- 04- 13,69480,69615,69750,69470,5.23K,-0.0019,0.0115
2021- 04- 12,69615,69480,69645,69420,0.24K,0.0023,-0.0099
2021- 04- 09,69455,69610,69705,69385,1.14K,-0.0014,0.0089
2021- 04- 08,69555,69270,69570,69260,1.03K,0.0041,-0.0252
2021- 04- 07,69270,69320,69350,69250,1.09K,0.0,-0.0019
2021- 04- 06,69270,69185,69300,69185,1.24K,0.0023,-0.0124
2021- 04- 05,69110,69240,69280,69000,1.35K,-0.0031,0.0205
2021- 04- 02,69325,69615,69640,69325,6.90K,-0.0018,0.0129
2021- 04- 01,69450,69235,69465,69195,2.51K,0.0023,-0.0165
2021- 03- 31,69290,69460,69460,69210,0.49K,0.0004,-0.0029
2021- 03- 30,69265,69640,69640,69265,12.56K,-0.0067,0.0414
2021- 03- 29,69735,69485,69790,69485,1.51K,0.0018,-0.0144
2021- 03- 26,69610,69760,69785,69600,0.53K,-0.0032,0.0188
2021- 03- 25,69830,69600,69830,69480,0.30K,0.0029,-0.014
2021- 03- 24,69625,69605,69830,69605,0.76K,0.0027,-0.0177
2021- 03- 23,69440,69320,69520,69265,0.54K,0.0033,-0.0131
2021- 03- 22,69215,68985,69380,68965,0.50K,0.0031,-0.027
2021- 03- 19,69000,68600,69000,68490,0.97K,0.0036,-0.0242
2021- 03- 18,68755,68930,69000,68625,0.78K,-0.0017,0.0075
2021- 03- 17,68875,68985,68985,68835,0.36K,-0.0022,0.0162
2021- 03- 16,69030,68845,69060,68745,0.84K,0.0045,-0.0251
2021- 03- 15,68720,68850,68925,68600,0.86K,-0.0043,0.0233
2021- 03- 12,69020,69390,69390,69020,1.40K,-0.0052,0.0306
2021- 03- 11,69380,69465,69550,69345,1.02K,0.0014,-0.0044
2021- 03- 10,69285,69465,69735,69260,2.23K,0.0007,0.001
2021- 03- 09,69235,69345,69345,69050,10.14K,-0.0022,0.0054
2021- 03- 08,69390,69510,69695,69390,1.12K,-0.0023,0.0145
2021- 03- 05,69550,69440,69635,69345,2.72K,-0.001,0.0096
2021- 03- 04,69620,69570,69620,69470,1.78K,-0.002,0.0102
2021- 03- 03,69760,69730,69825,69680,1.38K,0.0019,-0.0071
2021- 03- 02,69630,69765,69870,69630,1.96K,-0.001,-0.002
2021- 02- 26,69700,69640,69845,69475,1.85K,-0.0069,0.042
2021- 02- 25,70185,70230,70290,70100,2.19K,-0.0023,0.0162
2021- 02- 24,70350,70095,70350,70030,3.50K,0.0054,-0.0309
2021- 02- 23,69975,69975,69995,69880,0.97K,0.0008,-0.0057
2021- 02- 22,69920,70050,70120,69860,1.52K,-0.0041,0.0234
2021- 02- 19,70205,70250,70310,70180,0.89K,-0.0021,0.0113
2021- 02- 18,70350,70335,70400,70330,1.56K,0.0017,-0.0043
2021- 02- 17,70230,70145,70260,70060,1.52K,-0.0013,0.0065
2021- 02- 16,70320,70230,70350,70205,5.25K,0.0018,-0.0118
2021- 02- 15,70195,70255,70325,70190,4.49K,-0.0028,0.023
2021- 02- 10,70395,70445,70490,70360,0.43K,-0.0013,0.0105
2021- 02- 09,70485,70480,70525,70415,10.91K,0.0009,-0.0055
2021- 02- 08,70420,70580,70600,70400,3.19K,-0.0023,0.0224
2021- 02- 05,70580,70635,70730,70490,3.23K,-0.0004,-0.0011
2021- 02- 04,70605,70690,70690,70555,15.73K,-0.0018,0.0153
2021- 02- 03,70730,70685,70790,70635,5.98K,-0.0004,0.0057
2021- 02- 02,70760,70565,70800,70565,7.91K,0.0033,-0.0255
2021- 02- 01,70530,70710,70710,70480,2.87K,-0.0026,0.0221
2021- 01- 29,70715,70710,70815,70625,7.94K,-0.0006,0.0023
2021- 01- 28,70760,70770,70770,70645,8.37K,-0.0001,0.004
2021- 01- 27,70770,70745,70825,70695,2.26K,0.0011,-0.0073
2021- 01- 26,70690,70710,70745,70620,4.27K,0.0009,-0.0056
2021- 01- 25,70625,70740,70785,70600,3.45K,-0.0018,0.0142
2021- 01- 22,70755,70965,70975,70710,6.85K,-0.0041,0.0299
2021- 01- 21,71045,71050,71080,70990,4.56K,-0.0001,0.0029
2021- 01- 20,71050,71005,71100,71005,6.61K,0.0006,-0.0047
2021- 01- 19,71005,70960,71040,70940,3.16K,0.0006,-0.0023
2021- 01- 18,70960,70880,71005,70845,5.73K,0.0013,-0.0087
2021- 01- 15,70865,70855,70995,70775,9.40K,0.0006,-0.0017
2021- 01- 14,70820,71010,71010,70750,10.02K,-0.0012,0.0087
2021- 01- 13,70905,70955,71010,70825,4.79K,0.0006,0.0006
2021- 01- 12,70865,70920,70935,70795,6.97K,-0.002,0.0148
2021- 01- 11,71005,70755,71020,70755,36.57K,0.0037,-0.0157
2021- 01- 08,70740,70725,70750,70660,65.45K,-0.0008,0.0046
2021- 01- 07,70800,70780,70820,70660,11.94K,0.0003,-0.0035
2021- 01- 06,70780,70975,71065,70750,12.45K,-0.0039,0.0243
2021- 01- 05,71055,70855,71055,70775,6.96K,0.0023,-0.018
2021- 01- 04,70890,70765,70950,70765,28.81K,-0.0004,-0.0006
2020- 12- 30,70915,71000,71030,70805,18.67K,-0.0014,0.0082
2020- 12- 29,71015,71125,71150,70920,4.02K,-0.0011,0.0101
2020- 12- 28,71095,71140,71160,70995,6.31K,0.0,-0.0065
2020- 12- 24,71095,71265,71265,71090,5.50K,-0.0036,0.0256
2020- 12- 23,71350,71255,71350,71235,5.06K,0.0012,-0.0103
2020- 12- 22,71265,71150,71325,71090,3.90K,0.0019,-0.0131
2020- 12- 21,71130,70910,71140,70875,6.30K,0.0018,-0.0164
2020- 12- 18,71000,70885,71005,70795,3.42K,0.0027,-0.0196
2020- 12- 17,70810,71005,71005,70760,11.32K,-0.0042,0.0285
2020- 12- 16,71110,71210,71210,71050,3.35K,-0.0013,0.0084
2020- 12- 15,71205,71235,71340,71180,1.53K,-0.0004,0.0
2020- 12- 14,71235,72100,72100,71210,4.77K,-0.0001,0.0091
2020- 12- 11,71245,71275,71310,71235,2.81K,-0.0006,0.0054
2020- 12- 10,71285,71305,71315,71205,3.68K,0.0004,-0.003
2020- 12- 09,71255,71285,71290,71220,3.12K,-0.001,0.0104
2020- 12- 08,71325,71335,71410,71230,8.61K,0.0,-0.003
2020- 12- 07,71325,71115,71375,71090,1.62K,0.0004,-0.0102
2020- 12- 04,71300,71310,71350,71205,5.84K,0.0022,-0.0132
2020- 12- 03,71145,71200,71250,71110,19.62K,0.0001,-0.0018
2020- 12- 02,71135,71185,71185,71050,18.45K,-0.002,0.0145
2020- 12- 01,71275,71205,71355,71205,4.55K,0.0004,-0.0036
2020- 11- 30,71245,71375,71405,71205,4.95K,-0.0017,0.0104
2020- 11- 27,71365,71355,71460,71305,5.92K,0.0015,-0.0091
2020- 11- 26,71260,71375,71415,71250,1.16K,-0.0024,0.0184
2020- 11- 25,71430,71580,71585,71290,4.69K,-0.0022,0.0169
2020- 11- 24,71590,71625,71660,71535,2.90K,-0.0017,0.012
2020- 11- 23,71715,71610,71765,71580,10.37K,0.0022,-0.0192
2020- 11- 20,71555,71620,71635,71510,11.26K,-0.0002,0.0019
2020- 11- 19,71570,71550,71620,71480,6.68K,0.0003,0.0
2020- 11- 18,71550,71520,71585,71505,0.54K,0.0018,-0.0105
2020- 11- 17,71420,71445,71535,71360,2.86K,0.0004,-0.0031
2020- 11- 16,71395,71345,71490,71310,5.10K,-0.0004,-0.0018
2020- 11- 13,71420,71410,71440,71300,1.96K,0.0023,-0.0145
2020- 11- 12,71255,71320,71395,71255,0.58K,0.0006,-0.0042
2020- 11- 11,71215,71405,71425,71210,6.14K,-0.0032,0.0228
2020- 11- 10,71445,71350,71445,71305,4.19K,-0.0043,0.0338
2020- 11- 09,71755,71640,71755,71575,2.41K,-0.0003,0.0019
2020- 11- 06,71775,71890,71925,71770,1.75K,-0.0027,0.0203
2020- 11- 05,71970,71885,71990,71865,3.88K,0.0024,-0.0286
2020- 11- 04,71795,71335,71800,71295,4.18K,0.004,-0.0212
2020- 11- 03,71510,71530,71620,71485,3.59K,0.0004,0.0012
2020- 11- 02,71480,71770,71770,71455,0.96K,-0.0053,0.0335
2020- 10- 30,71860,71875,71920,71780,3.63K,-0.0016,0.0085
2020- 10- 29,71975,72050,72105,71965,1.64K,-0.0026,0.0207
2020- 10- 28,72160,72245,72260,72140,0.68K,0.0002,-0.0027
2020- 10- 27,72145,72260,72260,72090,2.41K,-0.0014,0.0128
2020- 10- 26,72245,72230,72320,72170,1.22K,0.0011,-0.008
2020- 10- 23,72165,71960,72210,71845,1.55K,0.0011,-0.0093
2020- 10- 22,72085,72050,72130,72040,0.66K,0.0014,-0.0105
2020- 10- 21,71985,72330,72330,71975,0.93K,-0.0049,0.0431
2020- 10- 20,72340,72520,72555,72335,9.59K,-0.0024,0.0139
2020- 10- 19,72515,72005,72535,71980,3.13K,0.0044,-0.0393
2020- 10- 16,72195,72205,72220,72100,15.43K,-0.0003,0.0047
2020- 10- 15,72220,72110,72305,72095,3.06K,0.0026,-0.0205
2020- 10- 14,72030,72045,72120,71955,1.40K,0.0014,-0.0105
2020- 10- 13,71930,71790,71945,71790,1.67K,0.0021,-0.0155
2020- 10- 12,71780,71850,71870,71750,6.41K,-0.001,0.0078
2020- 10- 08,71850,71870,71905,71750,2.09K,-0.0005,0.0072
2020- 10- 07,71885,71985,72020,71885,8.60K,-0.0001,0.0013
2020- 10- 06,71890,72015,72050,71820,12.93K,-0.0044,0.0352
2020- 10- 05,72210,72425,72425,72205,8.01K,-0.0041,0.0364
2020- 09- 29,72510,72540,72610,72430,5.98K,-0.0005,0.0028
2020- 09- 28,72545,72530,72645,72490,3.28K,-0.0001,-0.0007
2020- 09- 25,72555,72540,72555,72420,108.66K,0.0017,-0.0132
2020- 09- 24,72430,72375,72475,72315,6.43K,0.0001,-0.0028
2020- 09- 23,72420,72245,72500,72220,3.93K,0.0024,-0.019
2020- 09- 22,72245,72155,72275,72155,2.38K,0.0026,-0.0127
2020- 09- 21,72060,72005,72160,72005,2.71K,0.0003,-0.008
2020- 09- 18,72040,72010,72180,71975,3.04K,0.0007,-0.006
2020- 09- 17,71990,72130,72130,71960,6.81K,-0.0025,0.0175
2020- 09- 16,72170,72070,72190,72025,0.48K,0.0021,-0.0126
2020- 09- 15,72020,71975,72090,71955,2.57K,0.0009,-0.0092
2020- 09- 14,71955,71855,71980,71790,3.11K,0.0009,-0.0091
2020- 09- 11,71890,71925,71925,71840,0.63K,-0.0006,0.0086
2020- 09- 10,71930,71975,72065,71900,8.48K,-0.0002,-0.0013
2020- 09- 09,71945,72080,72080,71850,1.67K,0.0036,-0.0244
2020- 09- 08,71690,71610,71850,71610,9.06K,0.0006,-0.0095
2020- 09- 07,71645,71515,71740,71515,1.67K,-0.0035,0.0201
2020- 09- 04,71895,71955,71955,71775,0.69K,-0.0004,0.0013
2020- 09- 03,71925,71800,71945,71695,4.18K,0.0016,-0.011
2020- 09- 02,71810,71690,71845,71470,3.81K,0.0036,-0.029
2020- 09- 01,71555,71910,71915,71455,3.41K,-0.006,0.0476
2020- 08- 31,71985,72205,72225,71895,12.84K,-0.0017,0.0189
2020- 08- 28,72105,72340,72340,72025,17.62K,-0.0054,0.0457
2020- 08- 27,72500,72730,72865,72435,1.42K,-0.0015,0.0114
2020- 08- 26,72610,72690,72700,72555,1.01K,-0.0019,0.013
2020- 08- 25,72745,72785,72845,72715,2.45K,-0.001,0.0073
2020- 08- 24,72820,72610,72850,72610,0.86K,0.0024,-0.0234
2020- 08- 21,72645,72850,72850,72610,1.75K,-0.0028,0.0225
2020- 08- 20,72850,72925,72940,72800,0.90K,-0.0028,0.0245
2020- 08- 19,73055,73010,73075,72810,3.69K,0.001,-0.0081
2020- 08- 18,72985,72715,72985,72700,20.92K,0.0039,-0.0307
2020- 08- 14,72700,72850,72850,72640,4.16K,-0.0027,0.0227
2020- 08- 13,72900,72880,72975,72840,3.42K,0.0003,-0.0051
2020- 08- 12,72880,72925,72950,72795,7.09K,-0.0009,0.0186
2020- 08- 11,72945,72930,72965,72820,0.72K,0.0002,-0.0139
2020- 08- 10,72930,73075,73075,72930,1.81K,-0.0032,0.0279
2020- 08- 07,73165,73235,73290,73145,1.08K,-0.0008,0.01
2020- 08- 06,73220,73250,73270,73200,0.91K,-0.0016,0.0108
2020- 08- 05,73340,73305,73430,73305,13.24K,0.0014,-0.0107
2020- 08- 04,73235,73200,73270,73135,19.64K,0.0003,-0.0008
2020- 08- 03,73215,73260,73335,73215,3.18K,-0.0009,0.0093
2020- 07- 31,73280,73355,73515,73280,1.74K,-0.0009,0.0109
2020- 07- 30,73345,73250,73375,73250,0.76K,0.0025,-0.0206
2020- 07- 29,73160,73205,73235,73130,42.23K,0.0004,-0.0143
2020- 07- 28,73130,73215,73255,73035,1.17K,-0.001,0.0176
2020- 07- 27,73200,73215,73290,73145,0.86K,0.0003,0.0031
2020- 07- 24,73175,73170,73335,73170,19.61K,-0.0001,-0.0091
2020- 07- 23,73185,73015,73185,72990,12.96K,0.0031,-0.0223
2020- 07- 22,72960,72960,72970,72895,8.38K,0.0008,-0.0066
2020- 07- 21,72905,72975,73080,72905,0.62K,-0.0014,0.0165
2020- 07- 20,73010,72885,73010,72845,1.00K,0.0012,-0.0119
2020- 07- 17,72925,72795,72935,72795,0.57K,0.0032,-0.0246
2020- 07- 16,72690,72455,72715,72435,2.32K,0.0031,-0.024
2020- 07- 15,72465,72460,72520,72360,0.98K,0.0008,-0.0021
2020- 07- 14,72410,72440,72590,72395,3.74K,-0.0003,-0.0007
2020- 07- 13,72430,72450,72450,72375,0.38K,-0.0014,0.0165
2020- 07- 10,72535,72595,72635,72505,0.51K,-0.0004,0.0043
2020- 07- 09,72565,72615,72615,72505,0.74K,-0.0012,0.0094
2020- 07- 08,72650,72565,72665,72520,2.70K,0.0014,-0.0065
2020- 07- 07,72550,72470,72550,72470,1.49K,0.0017,-0.0156
2020- 07- 06,72425,72610,72610,72350,0.88K,-0.0021,0.0195
2020- 07- 03,72575,72650,72660,72550,1.60K,-0.0006,0.0073
2020- 07- 02,72615,72510,72660,72500,1.15K,0.0027,-0.0199
2020- 07- 01,72420,72660,72715,72420,0.45K,-0.0038,0.027
2020- 06- 30,72695,72700,72735,72615,0.70K,0.0001,0.0029
2020- 06- 29,72690,72930,72930,72680,2.13K,-0.0034,0.0302
2020- 06- 26,72940,72875,73005,72840,0.44K,0.0016,-0.0134
2020- 06- 25,72820,72730,72820,72710,0.80K,0.0014,-0.0132
2020- 06- 24,72715,72585,72785,72585,0.44K,0.0018,-0.0166
2020- 06- 23,72585,72600,72775,72550,1.12K,0.0008,-0.0036
2020- 06- 22,72530,72595,72595,72415,0.41K,-0.0012,0.0007
2020- 06- 19,72615,72555,72655,72540,0.46K,-0.0003,0.0058
2020- 06- 18,72640,72500,72660,72485,0.81K,0.0037,-0.0284
2020- 06- 17,72370,72350,72505,72200,1.99K,-0.0012,0.0071
2020- 06- 16,72460,72285,72510,72205,14.32K,0.0017,-0.0169
2020- 06- 15,72340,72570,72610,72180,3.17K,-0.0028,0.0319
2020- 06- 12,72540,72710,72735,72510,1.52K,-0.0005,0.0051
2020- 06- 11,72575,72745,72815,72575,1.62K,0.001,-0.0115
2020- 06- 10,72500,72545,72550,72335,4.34K,-0.0001,0.016
2020- 06- 09,72505,72280,72505,72280,5.52K,0.0048,-0.0563
2020- 06- 08,72160,72030,72360,72030,3.35K,-0.0001,-0.0021
2020- 06- 05,72165,72135,72250,72135,1.43K,-0.0018,0.0119
2020- 06- 04,72295,72275,72470,72200,2.31K,-0.0003,0.0042
2020- 06- 03,72320,72620,72675,72270,4.52K,-0.0034,0.0281
2020- 06- 02,72565,72340,72565,72285,1.15K,0.0001,-0.0022
2020- 06- 01,72555,72650,72650,72485,4.89K,-0.001,0.0183
2020- 05- 29,72630,72790,72935,72545,1.90K,-0.0024,0.0269
2020- 05- 28,72805,72880,73545,72715,1.57K,-0.0002,-0.0037
2020- 05- 27,72820,72900,72975,72805,1.32K,-0.0011,0.0151
2020- 05- 26,72900,72995,73190,72805,2.04K,-0.0012,0.0068
2020- 05- 25,72990,72765,73010,72765,2.20K,0.0029,-0.0179
2020- 05- 22,72780,72805,73030,72600,1.03K,-0.0004,0.006
2020- 05- 21,72810,72725,72810,72600,14.65K,0.0015,-0.0103
2020- 05- 20,72700,72545,72725,72515,5.02K,0.0026,-0.0252
2020- 05- 19,72510,72300,72615,72295,4.13K,0.0001,-0.0007
2020- 05- 18,72505,72580,72580,72455,1.61K,-0.0007,0.0109
2020- 05- 15,72555,72520,72585,72460,1.69K,0.0003,0.0014
2020- 05- 14,72535,72500,72630,72435,0.99K,0.001,-0.0072
2020- 05- 13,72465,72385,72575,72385,0.30K,0.002,-0.0211
2020- 05- 12,72320,72045,72330,72035,0.34K,0.0033,-0.0267
2020- 05- 11,72080,72165,72210,72065,7.26K,-0.0026,0.0253
2020- 05- 08,72265,72065,72280,72065,0.79K,0.0049,-0.0404
2020- 05- 07,71915,71750,71965,71740,2.76K,0.0021,-0.0133
2020- 05- 06,71765,71740,71805,71715,1.32K,-0.0008,0.0067
2020- 05- 04,71820,71715,71895,71630,0.91K,0.0018,-0.0119
2020- 04- 29,71690,71500,71695,71500,0.64K,0.0038,-0.0301
2020- 04- 28,71420,71245,71420,71160,1.31K,0.0013,-0.007
2020- 04- 27,71330,71430,71430,71265,0.85K,-0.002,0.0254
2020- 04- 24,71475,71440,71525,71245,6.05K,-0.0006,0.0039
2020- 04- 23,71515,71425,71685,71400,0.97K,-0.0006,0.0125
2020- 04- 22,71560,72100,72145,71515,1.85K,-0.0067,0.0459
2020- 04- 21,72045,72165,72230,71670,8.90K,-0.0009,0.0083
2020- 04- 20,72110,72035,72235,72035,1.05K,-0.0008,-0.0014
2020- 04- 17,72170,72105,72170,72010,2.02K,-0.002,0.0192
2020- 04- 16,72315,72110,72330,72100,1.31K,0.0045,-0.0369
2020- 04- 14,71990,71920,71990,71775,0.82K,0.0006,-0.0014
2020- 04- 13,71950,72015,72060,71900,6.44K,-0.0015,0.0089
2020- 04- 10,72060,72105,72225,71980,7.81K,-0.0007,0.0042
2020- 04- 09,72110,71640,72130,71390,1.34K,0.007,-0.0497
2020- 04- 08,71610,71310,71610,71270,1.38K,0.0058,-0.0443
2020- 04- 07,71195,71330,71440,71190,1.26K,-0.002,0.0246
2020- 04- 06,71340,71275,71595,71085,4.97K,0.0009,-0.0052
2020- 04- 03,71275,71515,71560,71250,0.67K,-0.0038,0.0198
2020- 04- 02,71550,71380,71550,71315,0.51K,0.0022,-0.0156
2020- 04- 01,71395,71450,71730,71395,0.55K,-0.0002,-0.0058
2020- 03- 31,71410,71075,71505,70990,0.77K,0.0015,-0.0064
2020- 03- 30,71305,71565,71705,71305,5.20K,-0.0024,0.015
2020- 03- 27,71475,71695,71975,71405,2.39K,-0.0022,0.022
2020- 03- 26,71635,70935,71635,70795,4.37K,0.0138,-0.0981
2020- 03- 25,70660,70255,70825,70255,2.63K,0.0041,-0.0229
2020- 03- 24,70370,70150,70700,70150,11.73K,0.0011,-0.0047
2020- 03- 23,70295,70585,70730,70135,2.34K,-0.0083,0.0485
2020- 03- 20,70880,70640,70880,70470,1.46K,0.0042,-0.0254
2020- 03- 19,70585,71440,71440,70005,55.13K,-0.0149,0.1048
2020- 03- 18,71655,71700,72030,71595,6.25K,-0.0049,0.0388
2020- 03- 17,72010,71565,72145,71400,37.42K,0.0047,-0.0538
2020- 03- 16,71675,71280,72005,71280,10.96K,0.0046,-0.0587
2020- 03- 13,71350,72050,72055,70940,38.75K,-0.0163,0.1313
2020- 03- 12,72530,72350,72690,72310,17.07K,-0.0007,0.0102
2020- 03- 11,72580,72695,72905,72420,7.34K,-0.0021,0.014
2020- 03- 10,72735,72870,72985,72660,8.18K,-0.0059,0.0424
2020- 03- 09,73165,73145,73310,72715,8.91K,0.0072,-0.0526
2020- 03- 06,72645,73065,73195,72645,8.06K,-0.003,0.0285
2020- 03- 05,72860,72830,73050,72810,4.59K,-0.0023,0.0246
2020- 03- 04,73030,73220,73220,72950,5.53K,0.0054,-0.0504
2020- 03- 03,72635,72360,72695,72345,3.44K,0.0006,-0.0015
2020- 03- 02,72590,73160,73340,72550,9.15K,-0.0038,0.0332
2020- 02- 28,72870,72350,72870,72335,4.27K,0.0098,-0.0755
2020- 02- 27,72160,72515,72560,72160,6.02K,-0.0046,0.0359
2020- 02- 26,72495,72385,72560,72370,1.40K,0.0024,-0.0211
2020- 02- 25,72320,72360,72370,72105,3.03K,-0.0005,0.0057
2020- 02- 24,72355,72375,72515,72355,5.46K,0.0026,-0.0221
2020- 02- 21,72170,71815,72170,71760,1.66K,0.0057,-0.0425
2020- 02- 20,71760,71480,71805,71480,2.27K,0.005,-0.034
2020- 02- 19,71400,71425,71710,71250,9.90K,-0.0007,-0.0013
2020- 02- 18,71450,71120,71535,71120,1.33K,0.0063,-0.0406
2020- 02- 17,71000,70780,71000,70755,4.95K,0.0017,-0.0181
2020- 02- 14,70880,71095,71200,70765,2.99K,-0.0034,0.0248
2020- 02- 13,71120,71190,71195,71040,0.31K,0.0005,0.0
2020- 02- 12,71085,71120,71200,71025,0.83K,-0.0008,0.0056
2020- 02- 11,71140,71195,71290,71100,1.29K,0.0002,-0.0012
2020- 02- 10,71125,71310,71335,71125,0.97K,-0.0002,0.0019
2020- 02- 07,71140,71085,71235,71085,0.92K,0.0025,-0.0196
2020- 02- 06,70960,71015,71120,70855,0.72K,-0.0016,0.0206
2020- 02- 05,71075,70890,71190,70890,2.16K,0.0011,-0.0154
2020- 02- 04,71000,71305,71325,70975,9.25K,-0.0068,0.0517
2020- 02- 03,71485,71575,71645,71445,10.06K,0.0015,-0.0102
2020- 01- 31,71380,71365,71430,71255,28.60K,-0.0006,0.0032
2020- 01- 30,71420,71345,71610,71345,0.76K,0.0027,-0.0227
2020- 01- 29,71225,71000,71225,70985,4.99K,0.002,-0.0106
2020- 01- 28,71080,71185,71235,71080,2.33K,0.0089,-0.0571
2020- 01- 23,70450,70510,70585,70435,0.28K,0.0017,-0.0104
2020- 01- 22,70330,70495,70495,70260,5.47K,-0.003,0.0207
2020- 01- 21,70545,70100,70545,70085,1.63K,0.0066,-0.0447
2020- 01- 20,70085,70060,70085,69950,0.66K,-0.0001,0.0155
2020- 01- 17,70095,70330,70435,70030,10.56K,-0.0033,0.0265
2020- 01- 16,70330,70420,70600,70330,5.89K,-0.0006,0.0053
2020- 01- 15,70375,70330,70425,70260,0.41K,0.0029,-0.0146
2020- 01- 14,70170,70000,70170,69970,0.91K,0.0016,-0.0092
2020- 01- 13,70055,70115,70195,69960,1.01K,0.0002,0.0135
2020- 01- 10,70040,70365,70395,70010,1.95K,-0.0037,0.0107
2020- 01- 09,70300,70580,70625,70285,1.58K,-0.007,0.0369
2020- 01- 08,70795,71000,71120,70750,9.90K,-0.0005,0.0074
2020- 01- 07,70830,71010,71010,70750,2.67K,-0.0069,0.0514
2020- 01- 06,71320,71245,71450,71225,11.91K,0.0018,-0.0147
2020- 01- 03,71195,70825,71205,70775,17.35K,0.0067,-0.0525
2020- 01- 02,70720,70450,70840,70375,10.13K,0.0027,-0.0203
2019- 12- 30,70530,70590,70590,70425,0.80K,0.0001,0.003
2019- 12- 27,70520,70500,70575,70470,1.85K,-0.0027,0.0249
2019- 12- 26,70710,70690,70780,70630,0.56K,-0.0003,0.0074
2019- 12- 24,70730,70630,70785,70630,0.27K,0.0018,-0.0067
2019- 12- 23,70605,70580,70685,70560,0.72K,0.0029,-0.0138
2019- 12- 20,70400,70565,70650,70310,0.39K,-0.0014,0.0121
2019- 12- 19,70500,70760,70760,70500,4.16K,-0.0049,0.0305
2019- 12- 18,70850,70835,70905,70765,0.27K,0.0004,0.0006
2019- 12- 17,70825,70920,71005,70710,24.63K,-0.0001,-0.0056
2019- 12- 16,70835,70765,70880,70740,3.93K,0.0025,-0.0224
2019- 12- 13,70660,70505,70700,70395,1.29K,-0.002,0.0167
2019- 12- 12,70805,70800,70890,70765,3.54K,0.0001,0.0
2019- 12- 11,70800,70750,70830,70715,0.18K,-0.0007,0.0062
2019- 12- 10,70850,70690,70850,70630,0.79K,0.003,-0.0348
2019- 12- 09,70635,70565,70635,70410,7.48K,0.0005,-0.0095
